game,category,game+category,time(seconds),released_year,nb_of_runs,main_platform,main_genre,engine,developer,publisher,nb_of_platforms,nb_of_genres
Castlevania: Aria of Sorrow,Julius Any%,Castlevania: Aria of Sorrow - Julius Any%,303,2003,8,Game Boy Advance,Metroidvania,,,,4,1
Castlevania: Aria of Sorrow,Julius All Bosses,Castlevania: Aria of Sorrow - Julius All Bosses,811,2003,25,Game Boy Advance,Metroidvania,,,,4,1
Vectorman,Wicked,Vectorman - Wicked,782.74,1995,14,GameCube,Action,,BlueSky Software,SEGA,12,2
Vectorman,Insane,Vectorman - Insane,946,1995,4,GameCube,Action,,BlueSky Software,SEGA,12,2
Vectorman,Lame,Vectorman - Lame,757,1995,7,GameCube,Action,,BlueSky Software,SEGA,12,2
Master of Darkness,Any%,Master of Darkness - Any%,1115,1992,12,Sega Master System,Platformer,,SIMS,SEGA,2,2
Mortal Kombat: Deception,PS2,Mortal Kombat: Deception - PS2,314,2004,17,GameCube,Fighting,Renderware,Midway Games,Midway Games,6,3
Mortal Kombat: Deception,Xbox,Mortal Kombat: Deception - Xbox,334,2004,4,GameCube,Fighting,Renderware,Midway Games,Midway Games,6,3
Mortal Kombat: Deception,GameCube,Mortal Kombat: Deception - GameCube,89,2004,4,GameCube,Fighting,Renderware,Midway Games,Midway Games,6,3
Mortal Kombat: Deception,PSP,Mortal Kombat: Deception - PSP,309,2004,6,GameCube,Fighting,Renderware,Midway Games,Midway Games,6,3
Daffy Duck: The Marvin Missions,Any%,Daffy Duck: The Marvin Missions - Any%,911,1993,2,Super Nintendo,,,,,1,
Trials of Mana,any%,Trials of Mana - any%,8243,2020,14,PlayStation 4,RPG,,Square Enix,Square Enix,3,2
Trials of Mana,Glitchless,Trials of Mana - Glitchless,9530,2020,39,PlayStation 4,RPG,,Square Enix,Square Enix,3,2
Trials of Mana,New Game +,Trials of Mana - New Game +,6975,2020,2,PlayStation 4,RPG,,Square Enix,Square Enix,3,2
Trials of Mana,NG+ Glitchless,Trials of Mana - NG+ Glitchless,6966,2020,4,PlayStation 4,RPG,,Square Enix,Square Enix,3,2
Mighty Final Fight,Cody,Mighty Final Fight - Cody,911,1993,14,Nintendo Entertainment System,,,,,3,
Mighty Final Fight,Guy,Mighty Final Fight - Guy,882,1993,8,Nintendo Entertainment System,,,,,3,
Mighty Final Fight,Haggar,Mighty Final Fight - Haggar,827,1993,14,Nintendo Entertainment System,,,,,3,
X-Men (1992),"Arcade Any% (2P, AAA version)","X-Men (1992) - Arcade Any% (2P, AAA version)",822,1992,6,Arcade,Beat 'em up,,,,4,1
X-Men (1992),"Arcade 1CC (2P,AAA Version)","X-Men (1992) - Arcade 1CC (2P,AAA Version)",1308,1992,1,Arcade,Beat 'em up,,,,4,1
X-Men (1992),"Arcade Any% (4P, UBB version)","X-Men (1992) - Arcade Any% (4P, UBB version)",743,1992,8,Arcade,Beat 'em up,,,,4,1
X-Men (1992),"Arcade 1CC (4P, versión UBB)","X-Men (1992) - Arcade 1CC (4P, versión UBB)",1890,1992,1,Arcade,Beat 'em up,,,,4,1
X-Men (1992),"Arcade Any% (6P, UCB version)","X-Men (1992) - Arcade Any% (6P, UCB version)",680,1992,6,Arcade,Beat 'em up,,,,4,1
X-Men (1992),"Arcade 1CC (6P, version UCB)","X-Men (1992) - Arcade 1CC (6P, version UCB)",680,1992,0,Arcade,Beat 'em up,,,,4,1
X-Men (1992),Console Any%(4P),X-Men (1992) - Console Any%(4P),976,1992,4,Arcade,Beat 'em up,,,,4,1
X-Men (1992),Console Any%(6P),X-Men (1992) - Console Any%(6P),901,1992,5,Arcade,Beat 'em up,,,,4,1
X-Men (1992),"Co-op Arcade Any% (2P, AAA version)","X-Men (1992) - Co-op Arcade Any% (2P, AAA version)",688,1992,3,Arcade,Beat 'em up,,,,4,1
X-Men (1992),"Co-op Arcade Any% (4P, UBB version)","X-Men (1992) - Co-op Arcade Any% (4P, UBB version)",688,1992,0,Arcade,Beat 'em up,,,,4,1
X-Men (1992),"Co-op Arcade Any% (6P, UCB version)","X-Men (1992) - Co-op Arcade Any% (6P, UCB version)",1183,1992,2,Arcade,Beat 'em up,,,,4,1
X-Men (1992),Co-op Console Any%(4P),X-Men (1992) - Co-op Console Any%(4P),888,1992,2,Arcade,Beat 'em up,,,,4,1
X-Men (1992),Co-op Console Any%(6P),X-Men (1992) - Co-op Console Any%(6P),841,1992,2,Arcade,Beat 'em up,,,,4,1
Looney Tunes (GB),All Levels,Looney Tunes (GB) - All Levels,604,1992,11,Super Game Boy,,,,,5,
Looney Tunes (GB),Any%,Looney Tunes (GB) - Any%,253,1992,2,Super Game Boy,,,,,5,
Pitfall: The Mayan Adventure,Any%,Pitfall: The Mayan Adventure - Any%,623,1994,10,Super Nintendo,Platform Game,,Pipe Dream Interactive,Majesco Entertainment,6,1
Pitfall: The Mayan Adventure,100%,Pitfall: The Mayan Adventure - 100%,706,1994,2,Super Nintendo,Platform Game,,Pipe Dream Interactive,Majesco Entertainment,6,1
Mega Man 7,Beat the game (Any%),Mega Man 7 - Beat the game (Any%),2497,1995,24,Super Nintendo,,,,,2,
Mega Man 7,All items (100%),Mega Man 7 - All items (100%),2928,1995,10,Super Nintendo,,,,,2,
Pocket Bomberman,Any%,Pocket Bomberman - Any%,613,1998,8,Game Boy Color,,,Hudson Soft,Nintendo,1,
Double Dragon III: The Sacred Stones,Any%,Double Dragon III: The Sacred Stones - Any%,853,1991,19,Nintendo Entertainment System,,,,,1,
Double Dragon III: The Sacred Stones,Any% JP,Double Dragon III: The Sacred Stones - Any% JP,967,1991,3,Nintendo Entertainment System,,,,,1,
Spider-Man 2,Any%,Spider-Man 2 - Any%,3373,2004,16,GameCube,Open World,,Treyarch,Activision,3,2
Spider-Man 2,Pizza%,Spider-Man 2 - Pizza%,1495,2004,4,GameCube,Open World,,Treyarch,Activision,3,2
Spider-Man 2,All Races,Spider-Man 2 - All Races,8387,2004,2,GameCube,Open World,,Treyarch,Activision,3,2
Spider-Man 2,Lover Not a Fighter,Spider-Man 2 - Lover Not a Fighter,345,2004,1,GameCube,Open World,,Treyarch,Activision,3,2
Spider-Man 2,Shutterbug,Spider-Man 2 - Shutterbug,1754,2004,2,GameCube,Open World,,Treyarch,Activision,3,2
Rockin' Kats,Any%,Rockin' Kats - Any%,1085,1991,20,Nintendo Entertainment System,,,,,1,
Rockin' Kats,All levels,Rockin' Kats - All levels,1362,1991,9,Nintendo Entertainment System,,,,,1,
Lethal Weapon,Any%,Lethal Weapon - Any%,1672,1993,3,Nintendo Entertainment System,Action,,Eurocom,Ocean Software,2,2
Metal Slug,Medium,Metal Slug - Medium,592,1996,64,Wii Virtual Console,,,,,11,
Metal Slug,Easy,Metal Slug - Easy,599,1996,63,Wii Virtual Console,,,,,11,
Metal Slug,Hard,Metal Slug - Hard,718,1996,11,Wii Virtual Console,,,,,11,
Metal Slug,Very Hard,Metal Slug - Very Hard,666,1996,8,Wii Virtual Console,,,,,11,
Splatterhouse 3,Any% Game Master Difficulty,Splatterhouse 3 - Any% Game Master Difficulty,1298,1993,2,Sega Genesis,,,Namco,Namco,1,
Splatterhouse 3,Japanese Any% Game Master Difficulty,Splatterhouse 3 - Japanese Any% Game Master Difficulty,2019,1993,1,Sega Genesis,,,Namco,Namco,1,
Splatterhouse 3,Any% Normal Difficulty,Splatterhouse 3 - Any% Normal Difficulty,1321,1993,4,Sega Genesis,,,Namco,Namco,1,
Splatterhouse 3,Any% Easy Difficulty,Splatterhouse 3 - Any% Easy Difficulty,1121,1993,3,Sega Genesis,,,Namco,Namco,1,
Splatterhouse 3,Low% Game Master Difficulty,Splatterhouse 3 - Low% Game Master Difficulty,1927,1993,1,Sega Genesis,,,Namco,Namco,1,
Splatterhouse 3,Low% Easy Difficulty,Splatterhouse 3 - Low% Easy Difficulty,1454,1993,2,Sega Genesis,,,Namco,Namco,1,
Jazz Jackrabbit,6 Episodes,Jazz Jackrabbit - 6 Episodes,1673.11,1994,4,MS-DOS,2D sidescrolling run-and-gun platformer,,Epic MegaGames,Epic MegaGames,1,1
Jazz Jackrabbit,A-C Episodes,Jazz Jackrabbit - A-C Episodes,965.83,1994,1,MS-DOS,2D sidescrolling run-and-gun platformer,,Epic MegaGames,Epic MegaGames,1,1
Wolfenstein 3D,Episode 1: Escape from Wolfenstein,Wolfenstein 3D - Episode 1: Escape from Wolfenstein,157,1992,19,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 2: Operation: Eisenfaust,Wolfenstein 3D - Episode 2: Operation: Eisenfaust,220,1992,11,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,"Episode 3: Die, Fuhrer, Die!","Wolfenstein 3D - Episode 3: Die, Fuhrer, Die!",178,1992,8,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 4: A Dark Secret,Wolfenstein 3D - Episode 4: A Dark Secret,224,1992,7,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 5: Trail of a Madman,Wolfenstein 3D - Episode 5: Trail of a Madman,172,1992,6,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 6: Confrontation,Wolfenstein 3D - Episode 6: Confrontation,343,1992,6,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,All Episodes,Wolfenstein 3D - All Episodes,2042,1992,3,Game Boy Advance,First-person shooter,,id Software,,7,1
Sunset Riders (SNES),Any%,Sunset Riders (SNES) - Any%,1038,1993,35,Super Nintendo,,,,,1,
Sunset Riders (SNES),Any% (Co-Op),Sunset Riders (SNES) - Any% (Co-Op),1056,1993,10,Super Nintendo,,,,,1,
Eryi's Action,Any%,Eryi's Action - Any%,548,2013,12,PC,,,,,1,
Eryi's Action,100%,Eryi's Action - 100%,548,2013,0,PC,,,,,1,
Mickey Mania: The Timeless Adventures of Mickey Mouse,Any% SNES,Mickey Mania: The Timeless Adventures of Mickey Mouse - Any% SNES,1017.63,1995,10,Super Nintendo,2D Platformer,,Traveller's Tales,Sony Imagesoft,4,1
Mickey Mania: The Timeless Adventures of Mickey Mouse,Any% Genesis,Mickey Mania: The Timeless Adventures of Mickey Mouse - Any% Genesis,1126.618,1995,7,Super Nintendo,2D Platformer,,Traveller's Tales,Sony Imagesoft,4,1
Mickey Mania: The Timeless Adventures of Mickey Mouse,Any% Playstation,Mickey Mania: The Timeless Adventures of Mickey Mouse - Any% Playstation,1744.73,1995,7,Super Nintendo,2D Platformer,,Traveller's Tales,Sony Imagesoft,4,1
Mickey Mania: The Timeless Adventures of Mickey Mouse,Warpless SNES,Mickey Mania: The Timeless Adventures of Mickey Mouse - Warpless SNES,1236.14,1995,8,Super Nintendo,2D Platformer,,Traveller's Tales,Sony Imagesoft,4,1
Mickey Mania: The Timeless Adventures of Mickey Mouse,Glitchless SNES,Mickey Mania: The Timeless Adventures of Mickey Mouse - Glitchless SNES,1274.95,1995,2,Super Nintendo,2D Platformer,,Traveller's Tales,Sony Imagesoft,4,1
Sonic Labyrinth,Beat The Game,Sonic Labyrinth - Beat The Game,987,1995,6,GameCube,Puzzle,,Minato Giken,SEGA,6,1
Sonic Labyrinth,Best Ending,Sonic Labyrinth - Best Ending,994,1995,2,GameCube,Puzzle,,Minato Giken,SEGA,6,1
Luigi's Mansion,Any% (No OoB),Luigi's Mansion - Any% (No OoB),3339,2001,568,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Luigi's Mansion,Any%,Luigi's Mansion - Any%,484.484,2001,40,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Luigi's Mansion,100%,Luigi's Mansion - 100%,4111,2001,167,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Luigi's Mansion,Any% (No OoB) [PAL],Luigi's Mansion - Any% (No OoB) [PAL],3897,2001,38,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Luigi's Mansion,100% [PAL],Luigi's Mansion - 100% [PAL],4788,2001,16,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Banjo-Kazooie: Grunty's Revenge,Any%,Banjo-Kazooie: Grunty's Revenge - Any%,2678,2003,18,Game Boy Advance,,,,,2,
Banjo-Kazooie: Grunty's Revenge,100%,Banjo-Kazooie: Grunty's Revenge - 100%,3496,2003,10,Game Boy Advance,,,,,2,
Mega Man X,Any%,Mega Man X - Any%,1854,1993,208,Super Nintendo,Platformer,,Capcom,Capcom,5,1
Mega Man X,100%,Mega Man X - 100%,2094.15,1993,410,Super Nintendo,Platformer,,Capcom,Capcom,5,1
Radical Rex,SNES,Radical Rex - SNES,1431,1994,3,Super Nintendo,Action,,Beam Software,Activision,3,1
Radical Rex,GEN,Radical Rex - GEN,1233,1994,1,Super Nintendo,Action,,Beam Software,Activision,3,1
Zero the Kamikaze Squirrel,Any%,Zero the Kamikaze Squirrel - Any%,691,1994,3,Super Nintendo,Platformer,,Iguana Entertainment,Sunsoft,2,1
Luigi's Mansion,Any% (No OoB),Luigi's Mansion - Any% (No OoB),3339,2001,568,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Luigi's Mansion,Any%,Luigi's Mansion - Any%,484.484,2001,40,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Luigi's Mansion,100%,Luigi's Mansion - 100%,4111,2001,167,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Luigi's Mansion,Any% (No OoB) [PAL],Luigi's Mansion - Any% (No OoB) [PAL],3897,2001,38,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Luigi's Mansion,100% [PAL],Luigi's Mansion - 100% [PAL],4788,2001,16,GameCube,Action-adventure,,Nintendo EAD,Nintendo,2,1
Final Fantasy VII,PSX Disc,Final Fantasy VII - PSX Disc,10617,1997,63,PlayStation 2,,,,,9,
Final Fantasy VII,PC,Final Fantasy VII - PC,4529,1997,147,PlayStation 2,,,,,9,
Final Fantasy VII,PSX Digital,Final Fantasy VII - PSX Digital,25877,1997,19,PlayStation 2,,,,,9,
Final Fantasy VII,PS4 / Switch / Xbox One,Final Fantasy VII - PS4 / Switch / Xbox One,10796,1997,28,PlayStation 2,,,,,9,
Castlevania: The Adventure ReBirth,Any% Easy,Castlevania: The Adventure ReBirth - Any% Easy,1144,2009,5,Wii Virtual Console,,,,,1,
Castlevania: The Adventure ReBirth,Any% Normal,Castlevania: The Adventure ReBirth - Any% Normal,1223,2009,9,Wii Virtual Console,,,,,1,
Castlevania: The Adventure ReBirth,Any% Hard,Castlevania: The Adventure ReBirth - Any% Hard,1512,2009,1,Wii Virtual Console,,,,,1,
Wolfenstein 3D,Episode 1: Escape from Wolfenstein,Wolfenstein 3D - Episode 1: Escape from Wolfenstein,157,1992,19,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 2: Operation: Eisenfaust,Wolfenstein 3D - Episode 2: Operation: Eisenfaust,220,1992,11,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,"Episode 3: Die, Fuhrer, Die!","Wolfenstein 3D - Episode 3: Die, Fuhrer, Die!",178,1992,8,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 4: A Dark Secret,Wolfenstein 3D - Episode 4: A Dark Secret,224,1992,7,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 5: Trail of a Madman,Wolfenstein 3D - Episode 5: Trail of a Madman,172,1992,6,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,Episode 6: Confrontation,Wolfenstein 3D - Episode 6: Confrontation,343,1992,6,Game Boy Advance,First-person shooter,,id Software,,7,1
Wolfenstein 3D,All Episodes,Wolfenstein 3D - All Episodes,2042,1992,3,Game Boy Advance,First-person shooter,,id Software,,7,1
Tetris DS,Marathon,Tetris DS - Marathon,327,2006,20,Nintendo DS,,,,,1,
Super Street Fighter II Turbo,30th Anniversary (Hardest),Super Street Fighter II Turbo - 30th Anniversary (Hardest),583,1994,1,Arcade,Fighting,,Capcom,Capcom,9,1
Super Street Fighter II Turbo,Arcade (Hardest),Super Street Fighter II Turbo - Arcade (Hardest),604,1994,24,Arcade,Fighting,,Capcom,Capcom,9,1
Super Street Fighter II Turbo,Arcade (Normal),Super Street Fighter II Turbo - Arcade (Normal),976,1994,3,Arcade,Fighting,,Capcom,Capcom,9,1
EarthBound,Any% Glitchless,EarthBound - Any% Glitchless,13088,1994,148,Super Nintendo,RPG,,,,4,1
EarthBound,Any%,EarthBound - Any%,2379,1994,22,Super Nintendo,RPG,,,,4,1
Castlevania: Rondo of Blood,Any%,Castlevania: Rondo of Blood - Any%,1235,1993,27,Wii Virtual Console,Platform-adventure,,Konami,Konami,5,1
Castlevania: Rondo of Blood,Maria Only,Castlevania: Rondo of Blood - Maria Only,866,1993,40,Wii Virtual Console,Platform-adventure,,Konami,Konami,5,1
Castlevania: Rondo of Blood,100%,Castlevania: Rondo of Blood - 100%,2187,1993,10,Wii Virtual Console,Platform-adventure,,Konami,Konami,5,1
Castlevania: Rondo of Blood,100% Richter Only,Castlevania: Rondo of Blood - 100% Richter Only,2620,1993,2,Wii Virtual Console,Platform-adventure,,Konami,Konami,5,1
The Great Circus Mystery Starring Mickey & Minnie,Any% Normal,The Great Circus Mystery Starring Mickey & Minnie - Any% Normal,1242,1994,13,Super Nintendo,,,,,3,
The Great Circus Mystery Starring Mickey & Minnie,Any% Easy,The Great Circus Mystery Starring Mickey & Minnie - Any% Easy,1154,1994,17,Super Nintendo,,,,,3,
The Great Circus Mystery Starring Mickey & Minnie,Any% Hard,The Great Circus Mystery Starring Mickey & Minnie - Any% Hard,1381,1994,4,Super Nintendo,,,,,3,
The Great Circus Mystery Starring Mickey & Minnie,Co-op Easy,The Great Circus Mystery Starring Mickey & Minnie - Co-op Easy,1127,1994,7,Super Nintendo,,,,,3,
The Great Circus Mystery Starring Mickey & Minnie,Co-op Normal,The Great Circus Mystery Starring Mickey & Minnie - Co-op Normal,1329,1994,7,Super Nintendo,,,,,3,
The Great Circus Mystery Starring Mickey & Minnie,Co-op Hard,The Great Circus Mystery Starring Mickey & Minnie - Co-op Hard,1470,1994,4,Super Nintendo,,,,,3,
Extra Mario Bros.,Any%,Extra Mario Bros. - Any%,356.513,2005,3,Nintendo Entertainment System,,,,,1,
Extra Mario Bros.,5 Keys,Extra Mario Bros. - 5 Keys,709.814,2005,2,Nintendo Entertainment System,,,,,1,
Extra Mario Bros.,8 Keys,Extra Mario Bros. - 8 Keys,1317.131,2005,2,Nintendo Entertainment System,,,,,1,
Extra Mario Bros.,Any% Deathless,Extra Mario Bros. - Any% Deathless,379.508,2005,3,Nintendo Entertainment System,,,,,1,
Extra Mario Bros.,100%,Extra Mario Bros. - 100%,379.508,2005,0,Nintendo Entertainment System,,,,,1,
Spelunky,Any%,Spelunky - Any%,0,2013,145,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Hell%,Spelunky - Hell%,0,2013,86,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Low%,Spelunky - Low%,0,2013,94,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,All Shortcuts + Olmec,Spelunky - All Shortcuts + Olmec,951.63,2013,82,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,All Journal Entries,Spelunky - All Journal Entries,1521.869,2013,53,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Eggplant%,Spelunky - Eggplant%,0,2013,46,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,No Teleporter Any%,Spelunky - No Teleporter Any%,0,2013,102,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,No Teleporter Hell%,Spelunky - No Teleporter Hell%,0,2013,68,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,No Teleporter Max Any%,Spelunky - No Teleporter Max Any%,0,2013,65,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Low% Hell,Spelunky - Low% Hell,0,2013,39,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Big Money,Spelunky - Big Money,0,2013,64,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,No Gold,Spelunky - No Gold,0,2013,69,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,No Gold Hell%,Spelunky - No Gold Hell%,0,2013,53,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Low% No Gold,Spelunky - Low% No Gold,0,2013,58,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Max Any%,Spelunky - Max Any%,0,2013,71,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Max Hell%,Spelunky - Max Hell%,0,2013,65,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Spelunky,Max Low%,Spelunky - Max Low%,0,2013,57,PlayStation 3,Platformer,,Derek Yu,"Mossmouth, LLC",5,2
Snake Rattle 'n' Roll,Any%,Snake Rattle 'n' Roll - Any%,337,1990,10,Nintendo Entertainment System,Platformer,,Rare,Nintendo,1,1
Snake Rattle 'n' Roll,Warpless,Snake Rattle 'n' Roll - Warpless,600,1990,5,Nintendo Entertainment System,Platformer,,Rare,Nintendo,1,1
Tryrush Deppy,Any%,Tryrush Deppy - Any%,1619,1996,4,Sega Saturn,Platformer,,System Supply N-Tech,Nihon Create,1,1
Gradius III,Easy,Gradius III - Easy,1457,1990,14,Super Nintendo,,,,,2,
Gradius III,Normal,Gradius III - Normal,1538,1990,4,Super Nintendo,,,,,2,
Gradius III,Hard,Gradius III - Hard,1610,1990,5,Super Nintendo,,,,,2,
Gradius III,Arcade,Gradius III - Arcade,1577,1990,8,Super Nintendo,,,,,2,
Gradius III,Speed Only,Gradius III - Speed Only,1641,1990,2,Super Nintendo,,,,,2,
Bionic Commando (NES),Any%,Bionic Commando (NES) - Any%,836,1988,20,Nintendo Entertainment System,,,,,1,
Bionic Commando (NES),100%,Bionic Commando (NES) - 100%,1243,1988,12,Nintendo Entertainment System,,,,,1,
Bionic Commando (NES),Any% (J),Bionic Commando (NES) - Any% (J),890,1988,1,Nintendo Entertainment System,,,,,1,
Bionic Commando (NES),100% (J),Bionic Commando (NES) - 100% (J),1463,1988,3,Nintendo Entertainment System,,,,,1,
Tony Hawk's Pro Skater 3,Any%,Tony Hawk's Pro Skater 3 - Any%,222,2001,45,Nintendo 64,Skateboarding,,Neversoft,Activision,8,2
Tony Hawk's Pro Skater 3,All Goals & Golds,Tony Hawk's Pro Skater 3 - All Goals & Golds,393,2001,29,Nintendo 64,Skateboarding,,Neversoft,Activision,8,2
Gremlins 2: The New Batch (GB),Any%,Gremlins 2: The New Batch (GB) - Any%,444,1990,4,Game Boy Color,Platformer,,Sunsoft,,5,1
Donkey Kong Country 2 (GBA),Any%,Donkey Kong Country 2 (GBA) - Any%,3271,2004,7,Game Boy Advance,Platform,,Rareware,Nintendo,3,1
Donkey Kong Country 2 (GBA),All Stages,Donkey Kong Country 2 (GBA) - All Stages,5039,2004,1,Game Boy Advance,Platform,,Rareware,Nintendo,3,1
Donkey Kong Country 2 (GBA),102%,Donkey Kong Country 2 (GBA) - 102%,9158,2004,2,Game Boy Advance,Platform,,Rareware,Nintendo,3,1
Donkey Kong Country 2 (GBA),True Ending,Donkey Kong Country 2 (GBA) - True Ending,672,2004,2,Game Boy Advance,Platform,,Rareware,Nintendo,3,1
Neo Turf Masters / Big Tournament Golf,All Courses,Neo Turf Masters / Big Tournament Golf - All Courses,2720,1996,13,Wii Virtual Console,,,,,9,
Ninja Gaiden II,NewGame,Ninja Gaiden II - NewGame,6229,2008,8,Xbox 360,Action-adventure,,Team Ninja,Microsoft,6,2
Ninja Gaiden II,NewGame++,Ninja Gaiden II - NewGame++,5708,2008,5,Xbox 360,Action-adventure,,Team Ninja,Microsoft,6,2
Ninja Gaiden II,100%,Ninja Gaiden II - 100%,17783,2008,1,Xbox 360,Action-adventure,,Team Ninja,Microsoft,6,2
Super Bomberman 2,Any%,Super Bomberman 2 - Any%,1300,1994,11,Super Nintendo,,,,,2,
Marble Madness (GB),Beat the Game,Marble Madness (GB) - Beat the Game,107,1991,16,Game Boy Color,,,,,7,
The Lion King 5,Any%,The Lion King 5 - Any%,375,1998,2,Nintendo Entertainment System,,,,,1,
Pizza Pop!,Beat the Game,Pizza Pop! - Beat the Game,567,1992,11,Nintendo Entertainment System,,,,,1,
Super Mario Land,Any%,Super Mario Land - Any%,744.467,1989,135,Nintendo 3DS Virtual Console,,,,,2,
Super Mario Land,Normal + Hard Mode,Super Mario Land - Normal + Hard Mode,1639,1989,13,Nintendo 3DS Virtual Console,,,,,2,
DK: King of Swing,Any%,DK: King of Swing - Any%,1133,2005,8,Game Boy Advance,,,,,2,
DK: King of Swing,100%,DK: King of Swing - 100%,1289,2005,3,Game Boy Advance,,,,,2,
Castlevania II: Simon's Quest,NES,Castlevania II: Simon's Quest - NES,1852,1987,84,Nintendo Entertainment System,Platform-adventure,,Konami,Konami,9,1
Castlevania II: Simon's Quest,Famicom Disk System,Castlevania II: Simon's Quest - Famicom Disk System,243.95,1987,11,Nintendo Entertainment System,Platform-adventure,,Konami,Konami,9,1
Mega Man X5,All Stages,Mega Man X5 - All Stages,3073,2000,35,GameCube,,,,,5,
Mega Man X5,Any%,Mega Man X5 - Any%,1243,2000,11,GameCube,,,,,5,
Mega Man X6,All Stages,Mega Man X6 - All Stages,2449,2001,56,GameCube,,,Capcom Production Studio 3,Capcom,8,
Mega Man X6,Any%,Mega Man X6 - Any%,1858,2001,16,GameCube,,,Capcom Production Studio 3,Capcom,8,
Mega Man X6,100%,Mega Man X6 - 100%,4155,2001,10,GameCube,,,Capcom Production Studio 3,Capcom,8,
Jackal,Any%,Jackal - Any%,459,1988,49,Nintendo Entertainment System,,,,Konami,2,
Jackal,Any% [FDS],Jackal - Any% [FDS],403,1988,2,Nintendo Entertainment System,,,,Konami,2,
Jackal,Low%,Jackal - Low%,490,1988,7,Nintendo Entertainment System,,,,Konami,2,
Jackal,Any% (2 Player),Jackal - Any% (2 Player),475,1988,8,Nintendo Entertainment System,,,,Konami,2,
Jackal,Rescue all POWs,Jackal - Rescue all POWs,746,1988,3,Nintendo Entertainment System,,,,Konami,2,
Jackal,Pacifist,Jackal - Pacifist,697,1988,1,Nintendo Entertainment System,,,,Konami,2,
Marble Madness (GB),Beat the Game,Marble Madness (GB) - Beat the Game,107,1991,16,Game Boy Color,,,,,7,
Ghostbusters 2,Any%,Ghostbusters 2 - Any%,776,1990,3,Nintendo Entertainment System,,,,,1,
Chip 'n Dale Rescue Rangers 2,Any%,Chip 'n Dale Rescue Rangers 2 - Any%,982,1993,60,Nintendo Entertainment System,,,,,4,
Chip 'n Dale Rescue Rangers 2,Any% (1p2c),Chip 'n Dale Rescue Rangers 2 - Any% (1p2c),703,1993,5,Nintendo Entertainment System,,,,,4,
Chip 'n Dale Rescue Rangers 2,Any% Co-Op,Chip 'n Dale Rescue Rangers 2 - Any% Co-Op,752,1993,11,Nintendo Entertainment System,,,,,4,
Legacy of the Wizard,Any%,Legacy of the Wizard - Any%,1399,1987,17,Nintendo Entertainment System,,,,,3,
Legacy of the Wizard,Any% No Pause-Jump (NES),Legacy of the Wizard - Any% No Pause-Jump (NES),1954,1987,4,Nintendo Entertainment System,,,,,3,
Pac-Man World,Any%,Pac-Man World - Any%,1765,1999,14,PlayStation 2,,,,,7,
